,Word,ConcRating,Mean Sharedness,Absolute Sharedness,Most Rel Words,Sem Feats
28141,seek,2.68,7.833333333333333,"[20, 10, 6, 5, 4, 2]","['sort', 'lust', 'easy', 'weep', 'hark']","['verb_form_english_language_zygote', 'desire_desires_need_strong_conflict', 'effort_requires_require_attempt_effortlessness', 'abstract_physical_representational_concepts_intangible', 'searching_search_finding_items_looking', 'curiosity_interest_fascination_excessive_inquiry']"
19247,make,2.67,2.3333333333333335,"[2, 4, 1]","['grew', 'tech', 'poet', 'made', 'zing']","['artistic_expression_art_artistically_music', 'development_creation_refers_technology_specification', 'steps_stages_series_alpha_process']"
32510,toil,2.67,3,"[5, 4, 6, 2, 1, 3, 2, 1]","['hick', 'mono', 'fend', 'rest', 'eats']","['survival_necessary_fittest_essential_mechanism', 'labor_manual_farming_associated_performs', 'fatigue_tiredness_tired_exhausted_lead', 'effort_physical_requires_lazy_mental', 'sign_symptom_exhausting_exhaustion_tiredness', 'repetitive_unique_often_repetitiveness_repetitively', 'time_requires_takes_consuming_free', 'profession_professions_occupations_working_work']"
18971,lost,2.67,3,"[4, 3, 2, 4, 4, 2, 2]","['find', 'lane', 'stun', 'help', 'flow']","['assistance_help_need_helps_call', 'way_one_two_unable_find', 'direction_lack_inability_find_planned', 'searching_search_finding_items_looking', 'disorientation_disorganized_often_disorienting_disoriented', 'location_coordinates_indicates_knowing_strategically', 'discovery_discovering_lead_learning_places']"
21606,noon,2.67,3.4,"[3, 6, 3, 4, 1]","['dusk', 'haze', 'hazy', 'fall', 'mist']","['day_marks_beginning_end_workday', 'morning_evening_afternoon_occurs_night', 'highest_point_sun_mountain_sky', 'daylight_shadows_shortest_shorter_changes', 'midday_00_pm_12_noon']"
18339,lazy,2.67,3.625,"[6, 6, 6, 4, 2, 2, 2, 1]","['doze', 'yawn', 'fool', 'trip', 'rode']","['leisure_activity_leisurely_activities_prefers', 'fatigue_tiredness_tired_exhausted_lead', 'effort_requires_require_attempt_effortlessness', 'lacks_motivation_lack_experience_depressions', 'energy_levels_low_quantized_high', 'saves_saving_time_save_procrastinate', 'avoidance_avoids_behavior_inhibition_averted', 'activities_physical_activity_avoids_dislikes']"
14971,hoax,2.67,4.2,"[4, 5, 6, 5, 6, 3, 4, 3, 5, 1]","['dupe', 'sham', 'scam', 'liar', 'quip']","['story_stories_tell_tells_convey', 'lacks_substance_lacking_depth_solidity', 'beliefs_belief_shares_values_practices', 'deception_deceive_engages_means_deceived', 'false_falsehood_true_falsehoods_information', 'skepticism_indicate_skeptical_distrustful_expresses', 'fraud_forged_background_involve_fraudulent', 'humorous_sarcastically_sarcastic_joke_humorously', 'trickery_trick_involves_tricks_mislead', 'misleading_mislead_intended_intentionally_confuse']"
1916,aura,2.67,4.8,"[6, 6, 6, 3, 3]","['zing', 'heat', 'germ', 'guru', 'spry']","['energy_energetic_field_source_lively', 'colors_color_variety_golden_range', 'naked_eye_invisible_visible_see', 'spiritual_spirituality_enlightenment_significance_leader', 'mood_lighten_song_tone_reflects']"
23242,peon,2.67,4.857142857142857,"[6, 4, 9, 4, 4, 6, 1]","['perk', 'earn', 'frat', 'whiz', 'doer']","['salary_compensation_wages_pay_paid', 'labor_manual_farming_associated_performs', 'tasks_performs_task_perform_household', 'farms_found_typically_often_farm', 'aristocracy_nobility_feudal_royalty_associated', 'career_professional_development_opportunities_advancement', 'hierarchy_rank_social_hierarchies_lowest']"
21804,obey,2.67,6,"[6, 8, 7, 3, 6]","['rule', 'flog', 'crew', 'race', 'norm']","['discipline_disciplinary_actions_emphasizes_handles', 'enforced_law_enforceable_enforces_laws', 'hierarchy_hierarchical_structure_maslow_hierarchies', 'compliance_adherence_requires_rules_compliant', 'rules_governed_regulations_rule_guidelines']"
21980,ogle,2.67,7.666666666666667,"[10, 6, 7]","['gawk', 'gaze', 'sass', 'whim', 'curt']","['desire_desires_need_strong_conflict', 'looking_stare_staring_look_glance', 'rude_considered_polite_contexts_impolite']"
12854,fret,2.65,4,[4],"['alto', 'clef', 'funk', 'bell', 'oven']",['bass_alto_instrument_instruments_tenor']
35364,used,2.64,3.3333333333333335,"[3, 4, 4, 6, 2, 1]","['bulk', 'hers', 'mark', 'have', 'item']","['outdated_obsolete_become_new_latest', 'sold_stores_purchased_grocery_online', 'packaged_packaging_bottles_packs_blister', 'ownership_owned_owner_indicates_previously', 'tear_wear_time_signs_worn', 'warranty_repair_may_require_need']"
27728,scam,2.64,3.6666666666666665,"[5, 5, 4, 3, 4, 1]","['dupe', 'hoax', 'liar', 'flop', 'acts']","['trust_preys_untrustworthy_naivety_distrust', 'deception_deceive_engages_means_deceived', 'intentions_intent_intention_purpose_action', 'loss_financial_result_economic_failure', 'fraud_forged_background_involve_fraudulent', 'targets_individuals_vulnerable_unsuspecting_targeted']"
27555,same,2.64,3.7,"[4, 3, 3, 3, 3, 3, 6, 3, 4, 5]","['akin', 'such', 'best', 'like', 'glop']","['identical_similar_fraternal_look_original', 'uniform_wear_uniformity_uniforms_may', 'shared_communal_friends_characteristics_often', 'equality_equal_value_unequal_equivalence', 'consistency_ensures_consistent_pasty_symbolizes', 'lacks_structure_variation_clear_vibrancy', 'comparisons_used_compare_comparison_objects', 'comparison_difference_indicates_compares_denotes', 'similarity_resemblance_describes_relates_similar', 'quality_high_highest_exceptional_describes']"
28428,sexy,2.64,4.571428571428571,"[7, 9, 7, 3, 2, 2, 2]","['beau', 'wore', 'sass', 'sure', 'garb']","['attractiveness_attractive_unattractive_associated_man', 'fashion_trends_style_styles_associated', 'confidence_self_confident_implies_arrogance', 'love_intimacy_fondness_sexual_romance', 'flirtatious_playfully_flirting_friends_among', 'charm_charming_charisma_naive_flair', 'appearance_describe_used_physique_physical']"
11948,find,2.63,3.8,"[8, 3, 4, 2, 2]","['lost', 'slid', 'seek', 'kill', 'done']","['intentional_accidental_unintentional_accidentally_intentionally', 'relief_sense_followed_result_satisfaction', 'searching_search_finding_items_looking', 'observation_observed_observing_scrutiny_act', 'discovery_discovering_lead_learning_places']"
36327,whir,2.62,2.8,"[4, 4, 3, 2, 1]","['lull', 'pink', 'mike', 'tune', 'wave']","['sound_represents_sounds_soft_refers', 'sound_produce_electrical_converts_heard', 'calming_soothing_effect_soothe_annoying', 'rotation_rotating_movement_rotational_spinning', 'heard_fans_often_construction_drills']"
17664,jeer,2.62,2.8333333333333335,"[2, 6, 2, 3, 1, 3]","['ahem', 'lewd', 'daft', 'leer', 'diss']","['humorously_used_insult_sometimes_sarcastically', 'disapproval_dismissive_express_expresses_strong', 'verbal_non_cues_gestures_gesture', 'contempt_contemptible_disdain_contemptuous_express', 'sports_games_occurs_pinball_common', 'triggered_threats_harassment_intimidates_escalate']"
35804,void,2.62,3,"[5, 3, 3, 2, 3, 2, 3]","['vast', 'dark', 'away', 'full', 'lack']","['space_spaces_refer_physical_outer', 'absence_absent_ignored_missing_implies', 'emptiness_empty_opposite_sense_represents', 'nothingness_concept_zero_symbolizes_symbolized', 'infinite_infinitely_endless_directions_scope', 'light_absence_blackout_sources_dark', 'vacuum_vacuums_vacuuming_physics_difficult']"
14459,harm,2.62,5,"[9, 3, 3, 8, 4, 3]","['maim', 'heal', 'risk', 'kick', 'cure']","['injury_cause_injuries_causes_susceptible', 'trauma_psychological_blunt_lead_induce', 'intentional_design_motorsports_unintentional_intentionally', 'physical_mental_psychological_nature_intellectual', 'prevented_preventative_mitigated_measures_preventable', 'mental_health_affect_disorders_affects']"
26425,rend,2.61,3.5,"[8, 4, 2, 2, 2, 3]","['tore', 'tire', 'maim', 'reek', 'cube']","['violence_violent_associated_often_intimidation', 'tear_ripping_tearing_punctures_tears', 'parts_involves_separation_portion_separating', 'irreversible_retreaded_removal_irretrievable_undone', 'edges_irregular_jagged_equal_length', 'fabric_fabrics_materials_applied_paper']"
6918,cozy,2.61,3.6,"[8, 3, 4, 2, 1]","['snug', 'nice', 'frat', 'cool', 'heat']","['warmth_provides_comfort_associated_conveys', 'living_communal_house_home_quarters', 'cushions_pillows_blankets_cushioned_plush', 'space_small_cramped_spaces_intimate', 'atmosphere_mood_calm_describe_intimate']"
850,ally,2.61,3.625,"[4, 3, 4, 2, 4, 7, 3, 2]","['pact', 'tact', 'team', 'duel', 'ward']","['assistance_help_need_helps_call', 'individual_group_organization_person_perpetrated', 'agreement_agreements_mutual_formal_parties', 'alliances_diplomatic_diplomacy_relations_alliance', 'moral_lessons_lesson_ethical_philosophical', 'conflict_conflicts_disputes_resolution_clans', 'interests_shares_common_interest_affairs', 'common_goals_collaborates_goal_collaborate']"
14826,hers,2.61,4.285714285714286,"[4, 4, 8, 5, 6, 2, 1]","['your', 'noun', 'have', 'ours', 'name']","['gender_genders_unisex_languages_different', 'possessive_pronoun_possessively_form_yours', 'relationship_relationships_connection_association_shows', 'english_language_used_speaking_countries', 'ownership_owned_owner_indicates_previously', 'previously_mentioned_something_refers_indicates', 'written_spoken_used_language_english']"
32564,took,2.61,5.4,"[6, 11, 5, 3, 2]","['kept', 'went', 'take', 'verb', 'into']","['action_actions_describes_performed_act', 'tense_past_verb_sink_weave', 'possession_implies_indicates_denotes_possessed', 'action_completed_completion_suggests_ongoing', 'storytelling_used_narratives_narrative_analogies']"
18253,late,2.6,3.857142857142857,"[7, 5, 3, 2, 5, 3, 2]","['slow', 'call', 'defy', 'fast', 'aide']","['consequences_consequence_broken_actions_punishment', 'delay_delays_delayed_slowed_cause', 'success_satisfaction_lead_job_missed', 'time_management_timing_sensitive_process', 'scheduled_schedule_schedules_unscheduled_appointments', 'opposite_fast_early_slow_later', 'apology_followed_require_apologetic_apologies']"
28298,sent,2.6,5,"[5, 5]","['send', 'gift', 'mail', 'idea', 'howl']","['recipient_sender_address_return_received', 'communication_communicated_communicates_message_messages']"
13109,gall,2.6,5,"[8, 3, 4]","['kelp', 'puke', 'bile', 'nest', 'snag']","['trees_tree_uproot_found_leaf', 'forms_plants_plant_remains_isotopic', 'bile_liver_gallstones_contains_salts']"
27371,ruin,2.59,2.625,"[2, 4, 5, 3, 2, 2, 2, 1]","['july', 'folk', 'yoyo', 'harp', 'roof']","['heritage_cultural_site_ethnic_part', 'decay_spoilage_decomposition_associated_result', 'ancient_persia_originated_since_greece', 'tourists_attracts_tourism_visitors_season', 'structure_structures_structurally_part_man', 'archaeological_ancient_historical_sites_artifacts', 'vegetation_overgrown_sparse_lush_covered', 'time_degrade_become_deterioration_wear']"
21418,none,2.59,3,"[3, 3, 3, 2, 4]","['gone', 'miss', 'same', 'zero', 'rant']","['negation_negative_sentences_not_used', 'emptiness_empty_opposite_sense_represents', 'lacks_structure_variation_clear_vibrancy', 'null_quantity_zero_represents_value', 'absence_indicates_presence_represents_indicate']"
21317,noir,2.59,3,"[2, 7, 2, 3, 1]","['hell', 'plot', 'onyx', 'clue', 'puck']","['protagonist_villains_character_characters_antagonist', 'black_color_neither_white_brownish', 'mystery_mysterious_detective_mysteries_stories', 'darkness_shadows_shadow_imagery_dark', 'moral_ambiguity_crime_detectives_boiled']"
36121,wean,2.59,3.4,"[5, 2, 4, 4, 2]","['goal', 'calf', 'foal', 'wait', 'babe']","['milk_drinks_mother_initially_dependency', 'feeding_proboscis_siphon_survive_breathing', 'breastfeeding_breastfeed_infants_lactation_milk', 'patience_requires_consistency_shows_necessitates', 'milestones_milestone_developmental_important_events']"
36375,whiz,2.59,4.714285714285714,"[4, 7, 9, 3, 4, 5, 1]","['rate', 'blur', 'doer', 'anew', 'fast']","['expertise_sensei_instructor_expert_field', 'speed_fiction_velocity_associated_represents', 'tasks_performs_task_perform_household', 'competence_proficiency_competent_suggests_expertise', 'intelligence_intelligent_indicative_intellect_associated', 'innovation_innovative_breakthrough_invention_catalyst', 'skill_person_someone_talented_refers']"
2040,axed,2.59,7,"[3, 11, 7]","['axes', 'alas', 'kept', 'quit', 'wore']","['resignation_job_resign_dismissed_leave', 'tense_past_verb_sink_weave', 'sharp_sharpened_blade_blunt_tool']"
28782,shun,2.58,3.25,"[2, 6, 4, 1]","['ease', 'jeer', 'diss', 'slap', 'curt']","['convenience_beneficial_deliberately_conveniences_avoid', 'disapproval_dismissive_express_expresses_strong', 'punishment_form_torture_used_historically', 'socially_acceptable_settings_inept_social']"
25201,puny,2.58,4.25,"[7, 5, 3, 2]","['weak', 'flaw', 'tiny', 'limp', 'wimp']","['vulnerability_vulnerable_imply_vulnerabilities_exploitation', 'strength_lacks_weakness_muscle_physical', 'small_size_something_miniature_smaller', 'inferior_inferiority_condescension_superior_toward']"
679,ahem,2.58,5.8,"[2, 12, 6, 6, 3]","['fizz', 'thud', 'ahoy', 'echo', 'gaze']","['precedes_precede_noun_nouns_speech', 'sound_quality_zygote_father_fatale', 'disapproval_dismissive_express_expresses_strong', 'attention_demands_signals_attract_requires', 'pause_interruption_interrupt_interrupts_interrupted']"
18585,lied,2.57,3.4,"[7, 6, 2, 1, 1]","['liar', 'toke', 'hack', 'meth', 'duel']","['illegal_lawful_jurisdictions_unlawful_jurisdiction', 'false_falsehood_true_falsehoods_information', 'lies_truth_lying_truthfulness_guilt', 'used_mislead_remind_deceive_reassure', 'trust_issues_harm_damage_trustworthy']"
9415,dole,2.57,3.875,"[10, 2, 4, 4, 3, 3, 2, 3]","['fund', 'poor', 'dame', 'kind', 'earl']","['charitable_charity_philanthropy_philanthropic_charities', 'apply_job_employment_search_may', 'grants_aid_assistance_government_grantor', 'issued_governments_government_authorities_corporations', 'benefit_benefits_mutual_welfare_provide', 'debate_contested_subject_debated_political', 'poverty_characterized_deprivation_socioeconomic_vows', 'requirements_requires_requirement_mandatory_eligibility']"
11682,fear,2.57,4,"[2, 2, 4, 11, 5, 6, 2, 2, 2]","['fury', 'rage', 'loco', 'sock', 'skip']","['fear_anxiety_panic_sense_apprehension', 'danger_threat_triggered_potential_involves', 'anxiety_stress_cause_anxious_induce', 'emotion_intense_describes_attitude_emotional', 'sweat_glands_sweating_absorbs_releases', 'heart_rate_increases_elevated_increase', 'fight_flight_response_or_triggers', 'avoidance_avoids_behavior_inhibition_averted', 'irrational_rational_behavior_seen_irrationally']"
27374,rule,2.57,5.5,"[8, 7, 3, 8, 7, 5, 5, 1]","['obey', 'norm', 'oath', 'duly', 'myth']","['enforced_law_enforceable_enforces_laws', 'consequences_consequence_broken_actions_punishment', 'compliance_adherence_requires_rules_compliant', 'written_oral_writing_piece_unwritten', 'taught_teach_teaching_schools_teacher', 'varies_culture_cultures_across_culturally', 'changed_change_cannot_legally_difficult', 'fundamental_physics_principle_principled_ohm']"
25415,quit,2.56,3,"[5, 3, 4, 3, 4, 2, 2, 1]","['zone', 'alas', 'meth', 'stop', 'help']","['stop_stopping_means_pause_shut', 'resignation_job_resign_dismissed_leave', 'addictive_habit_addiction_potential_addictions', 'victory_defeat_triumph_surrender_honor', 'voluntary_forced_obligatory_action_voluntarily', 'cease_stopping_activity_ceases_listen', 'may_consent_legal_restrictions_mutual', 'participation_involvement_discontinue_attendance_consensual']"
34005,undo,2.56,4.1,"[7, 4, 7, 4, 5, 6, 2, 2, 3, 1]","['stop', 'icon', 'dolt', 'halt', 'desk']","['writing_used_books_calligraphy_text', 'software_version_distribution_hardware_utilizes', 'mistakes_mistake_correct_correction_makes', 'menu_shortcut_ctrl_keyboard_settings', 'symbol_symbolized_symbolizes_symbols_depicted', 'command_commands_used_chain_following', 'immediate_response_action_requires_startle', 'restore_restored_restores_undoing_functionality', 'user_applications_used_interfaces_android', 'reverses_action_reversed_flipping_reverse']"
14741,help,2.56,4.5,"[4, 4, 4, 8, 3, 4, 8, 1]","['need', 'care', 'feel', 'hurt', 'pain']","['assistance_help_need_helps_call', 'problem_solving_problems_solve_solves', 'term_long_short_temporary_causes', 'physical_mental_psychological_nature_intellectual', 'professional_personal_professionalism_assistant_censured', 'voluntary_forced_obligatory_action_voluntarily', 'emotional_companionship_love_psychological_fatigue', 'individuals_provided_given_organizations_people']"
35942,wane,2.54,2.8,"[4, 3, 2, 2, 3]","['wick', 'brow', 'full', 'leaf', 'avid']","['wax_waxy_waxed_primed_opposite', 'moon_moons_deimos_phobos_two', 'moon_phase_phases_full_describes', 'decrease_decline_reduction_quantity_value', 'interest_generate_area_intense_specific']"
29511,snug,2.54,3,"[8, 2, 2, 2, 1]","['cozy', 'worn', 'nice', 'knit', 'bask']","['warmth_provides_comfort_associated_conveys', 'comfortable_uncomfortable_feels_due_lie', 'cozy_chill_quaint_space_eerie', 'space_small_cramped_spaces_intimate', 'fit_tight_loose_fitting_tightness']"
